date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Los Angeles County,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,New York city,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
1994/1/1,134462,23392,125132,69331,1416840,95424,103021,19846,26029,482279,200236,28571,31955,405513,145569,60593,66474,101783,425877,152554,42268,150078,211096,345565,114826,80291,155682,24381,23907,51926,31345,289862,51859,666164,324837,166628,13429,356878,87592,100586,393749,37401,126068,12472,133530,654897,35786,14188,169824,183501,76995,127125,13125
1994/2/1,132212,23520,126890,68894,1405766,94317,101709,19879,25823,480673,198386,29379,31725,393479,145903,59989,66047,100902,424078,153101,42024,147773,209273,336053,112244,80419,151472,24188,24026,51679,30501,288768,51223,656371,318916,165316,13245,353985,87559,98116,392278,36540,125375,12470,131890,652889,35909,14067,170491,182078,76322,127471,13086
1994/3/1,129621,23576,128472,68399,1389991,92532,100328,19757,25518,476335,195072,29867,31563,381507,144994,58818,65271,99857,420602,152596,41893,145315,206974,323102,109021,80318,147084,23959,23833,51372,29773,286791,50653,643920,311617,164201,12979,349259,87093,95384,389787,35570,123641,12419,130042,648470,36084,13957,170445,180063,75159,126335,12971
1994/4/1,127119,23546,130064,67863,1371564,90215,99002,19475,25160,469768,190923,30116,31490,369931,143756,57454,64432,98733,415856,151588,41840,143053,204404,309494,105793,79852,143024,23740,23413,51038,29166,283977,50238,630295,303986,163395,12688,343079,86254,92519,386232,34729,120898,12340,128320,642275,36305,13885,169650,177321,73554,124217,12788
1994/5/1,125032,23418,131687,67250,1352007,87531,97845,19037,24787,461792,186612,30295,31546,359445,142986,56244,63699,97791,409952,150572,41836,141247,201795,297753,103215,78946,139611,23579,22916,50730,28602,280790,50083,616699,296747,163066,12434,335344,85041,89682,381811,34144,117559,12275,127028,634536,36584,13872,168179,174002,71675,121888,12558
1994/6/1,123626,23204,133196,66547,1332752,84818,96990,18497,24445,453643,182746,30523,31759,351608,143078,55462,63207,97215,403116,149814,41851,139885,199479,289152,101583,77960,137228,23512,22516,50542,28053,278049,50213,604233,290301,163211,12249,326165,83503,87116,376850,33843,114296,12264,126232,625473,36972,13918,166277,170812,69776,119892,12304
1994/7/1,122915,22969,134351,65757,1315057,82442,96546,17933,24170,446381,179670,30790,32146,346858,143790,55254,63133,97114,395886,149413,41774,138917,197779,283222,100893,77306,136287,23595,22397,50507,27578,276099,50609,593330,284572,163758,12150,315841,82009,84972,372181,33720,111521,12317,125919,616094,37445,14008,164443,168528,68176,118420,12055
1994/8/1,122717,22749,134736,64833,1297956,80526,96361,17395,23975,439992,177038,31008,32596,343396,144198,55502,63519,97289,388219,149071,41533,138078,196510,278219,100702,77141,136594,23822,22608,50540,27197,274680,51107,583452,278923,163949,12127,304429,80741,83127,367771,33578,109286,12409,125893,607145,37907,14075,162906,167139,66896,117171,11832
1994/9/1,122675,22530,133796,63809,1278758,78963,96116,16895,23857,433463,174202,31033,32970,338844,143251,55828,64127,97302,379621,148212,41063,137050,195079,272223,100523,77229,137491,24072,22978,50495,26850,273076,51461,573552,272915,163071,12154,292040,79403,81424,362975,33304,107248,12483,125771,597890,38237,14061,161299,166418,65703,115379,11662
1994/10/1,122383,22282,131186,62649,1254741,77390,95444,16398,23764,425290,170600,30737,33141,331426,140394,55792,64432,96755,369678,146440,40282,135260,192751,264558,99880,77115,138229,24212,23145,50224,26472,270111,51468,562103,266171,160760,12159,278665,77679,79524,356632,32867,104799,12424,125098,586476,38272,13935,159042,165782,64305,112510,11529
1994/11/1,121792,21999,127479,61415,1227719,75851,94347,15922,23723,415391,166641,30189,33069,322055,136567,55310,64125,95767,358960,144030,39322,132880,189493,256892,98666,76609,138477,24218,22973,49718,26071,265707,51128,549792,259361,157306,12083,265398,75522,77383,348926,32365,101712,12220,124238,573939,37967,13717,156207,165146,62665,109077,11419
1994/12/1,121272,21708,123808,60312,1204291,74931,93225,15543,23852,405638,163649,29667,32850,314316,133611,54706,63401,94892,349219,141705,38433,130727,186077,251933,97454,75854,138569,24168,22660,49108,25706,261275,50627,539835,254427,153738,11947,254754,73249,75557,342065,32050,98402,11979,124240,563745,37447,13477,153559,165002,61184,106248,11386
1995/1/1,121187,21487,121087,59457,1190065,75164,92451,15361,24198,398113,162778,29454,32596,310471,132852,54386,62584,94655,342106,140013,37811,129661,183288,251670,96699,75209,138901,24176,22426,48547,25410,258332,50161,534764,252858,151115,11778,248928,71319,74600,338192,32064,95471,11786,125837,558594,36882,13282,151839,165778,60245,104810,11458
1995/2/1,121542,21395,119721,58841,1186411,76663,92154,15404,24693,393666,164323,29662,32413,310380,134374,54533,61881,95209,338232,139065,37530,129959,181400,255939,96529,74869,139567,24288,22413,48126,25160,257624,49923,534289,254464,150604,11596,248522,70007,74642,337966,32418,93316,11704,129146,559059,36364,13180,151189,167423,60022,104725,11600
1995/3/1,122144,21403,119634,58451,1191268,79145,92288,15603,25230,392069,167870,30247,32401,313131,137263,55067,61311,96547,337453,138521,37554,131303,180327,262419,96710,74985,140393,24513,22675,47867,24945,259246,49985,537383,258330,152746,11411,252831,69330,75541,340656,32976,92084,11760,133667,564272,35926,13175,151433,169854,60495,105451,11753
1995/4/1,122776,21515,120286,58300,1200807,82131,92669,15884,25730,392557,172614,31091,32587,317494,140192,55726,60839,98486,339188,137964,37804,133176,179730,268172,96813,75841,141147,24825,23100,47713,24795,262446,50328,543062,263528,156873,11248,260320,69212,76839,344934,33555,91718,11930,138449,572674,35592,13233,152322,172745,61480,106329,11897
1995/5/1,123229,21718,120971,58375,1210615,85074,93052,16167,26136,394100,177390,32031,32853,321549,141911,56279,60424,100526,342533,137023,38089,134993,179122,270630,96581,77271,141549,25154,23565,47567,24711,265812,50910,549648,268925,161645,11145,268634,69552,78075,348925,33956,92016,12141,142642,582283,35333,13302,153540,175310,62612,106816,12021
1995/6/1,123224,21965,121006,58605,1217123,87451,93184,16384,26403,395555,181050,32869,33117,323611,142002,56560,59902,102230,346463,135438,38232,136371,177983,268811,96010,78623,141015,25442,23930,47352,24592,267961,51685,554843,273208,165776,11121,275894,70061,78968,351366,33987,92749,12312,145586,590923,35074,13358,154691,177064,63555,106794,12136
1995/7/1,122804,22219,120073,58958,1218949,89008,92953,16511,26556,396735,182974,33415,33351,324039,140823,56528,59097,103211,350211,133460,38196,136978,176098,263814,95407,79498,139184,25652,24087,47099,24346,268597,52601,558173,276258,168274,11154,281229,70288,79546,351742,33630,93991,12415,146841,597189,34787,13389,155381,177965,64092,106536,12257
1995/8/1,121861,22477,118508,59425,1216450,89742,92466,16619,26596,397149,183028,33638,33489,324165,139291,56253,57984,103355,353425,131699,37938,137042,173612,257420,95067,79754,136338,25774,24058,46887,23983,267872,53667,559618,278307,169709,11195,284811,70016,79944,350987,32942,95639,12449,146568,600803,34515,13391,155465,178393,64226,106363,12378
1995/9/1,120271,22733,117060,59941,1211545,89852,91905,16799,26490,396530,181432,33678,33567,324876,138450,55975,56736,102904,356283,130676,37486,137131,170832,251108,95142,79518,133125,25848,23999,46722,23596,266262,54940,558647,279183,170975,11202,287079,69529,80530,350499,32022,97295,12449,145530,602181,34299,13373,155075,178519,64177,106732,12446
1995/10/1,118353,22986,116299,60446,1206878,89826,91455,17145,26293,395580,178891,33721,33647,326403,138566,55980,55722,102199,359158,130542,36988,137715,168134,245975,95769,79096,130291,25890,24059,46592,23265,264854,56319,555984,279307,172184,11173,288425,68997,81746,350923,31062,98791,12502,144412,602058,34200,13339,154309,178401,64184,107614,12444
1995/11/1,116269,23220,116088,60890,1201847,89815,91081,17653,26011,393712,175869,33864,33740,327636,138851,56263,55094,101515,361701,130868,36511,138649,165423,242016,97009,78567,128357,25875,24219,46438,23006,263966,57630,552068,279021,173512,11135,288330,68365,83673,351673,30183,99884,12617,143318,600004,34205,13304,152887,177904,64241,108491,12425
1995/12/1,114332,23413,116509,61342,1196159,89787,90822,18210,25692,390966,173068,34134,33863,328104,138703,56759,54978,101055,363928,131309,36127,139573,162724,239600,98627,78182,127866,25828,24401,46306,22882,263750,58870,548517,279153,175169,11110,286845,67723,86073,351995,29425,100630,12758,142287,596374,34323,13296,150964,177296,64229,109078,12416
1996/1/1,112846,23525,117635,61924,1190086,90105,90757,18659,25425,388056,171225,34519,33979,328938,137960,57345,55434,100843,365858,131699,35883,140102,160250,238852,100297,78052,128929,25750,24564,46186,22972,264042,59952,547151,280582,176728,11100,285092,67094,88527,351256,28769,101392,12913,141475,591970,34539,13340,149148,177003,64051,109244,12408
1996/2/1,111938,23532,119414,62650,1183714,90968,90887,18886,25261,385762,170589,34955,34020,331258,136573,57979,56327,100829,367335,131840,35762,140036,158066,239458,101805,78135,131215,25643,24739,46049,23264,264325,60810,548817,283743,177543,11095,284030,66406,90857,349014,28148,102581,13064,140942,587011,34791,13443,148248,177043,63618,109105,12435
1996/3/1,111355,23439,121591,63386,1175857,92085,91049,18908,25196,384258,170909,35313,33934,334498,134510,58562,57377,100655,367741,131574,35691,139384,155967,240922,103054,78226,133969,25510,24915,45887,23626,263893,61468,552192,288018,176904,11091,283684,65547,92869,344987,27509,104240,13163,140484,581053,34989,13582,148347,176975,62842,108714,12507
1996/4/1,110635,23250,123790,63931,1164759,93020,91043,18819,25151,382899,171571,35444,33737,337366,131908,58859,58308,99994,366174,130799,35560,138108,153679,242436,103893,77857,136242,25344,25032,45714,23930,262225,61889,554421,291881,174924,11071,283596,64419,94267,339044,26877,106075,13176,139790,573224,35050,13727,148850,176354,61758,107983,12594
1996/5/1,109542,22979,125793,64185,1149604,93385,90807,18747,25039,380948,172029,35243,33426,338789,128825,58751,58854,98927,362251,129690,35309,136429,151109,243343,104066,76941,137363,25136,25007,45540,24127,259338,62028,553407,294066,172132,11001,283293,63008,94950,331979,26287,107672,13091,138858,563029,34962,13849,149260,175138,60542,106816,12659
1996/6/1,108198,22696,127530,64219,1132151,93000,90466,18822,24813,378273,172276,34881,33078,337998,125209,58359,59036,97904,356624,128538,34930,134716,148438,243140,103531,75772,137522,24867,24878,45343,24236,255909,61957,549216,294637,169277,10887,282405,61632,95089,325083,25856,108763,12932,138354,552167,34815,13942,149305,173184,59442,105201,12683
1996/7/1,106871,22472,128883,64196,1115238,91812,90235,19099,24491,375233,172749,34661,32813,335054,121351,57897,58958,97627,350393,127584,34458,133421,146026,241721,102485,74598,137300,24580,24685,45150,24265,252794,61783,543382,294598,166891,10785,281028,60726,95140,319612,25708,109205,12748,138933,543153,34790,14025,149000,170781,58676,103337,12684
1996/8/1,105980,22355,129621,64211,1101732,90148,90298,19517,24155,372962,174125,34685,32769,330542,117526,57521,58773,98623,344737,126849,34020,132724,144251,239873,101218,73692,137332,24358,24456,44985,24200,250882,61488,539020,295801,164698,10742,279688,60638,95624,316221,25893,109188,12615,140681,537420,34939,14124,148605,168417,58379,101784,12721
1996/9/1,105922,22358,129668,64299,1093016,88340,90697,19923,23880,372260,176798,34940,32934,325634,113797,57297,58682,100830,340416,126151,33769,132475,143312,238330,99926,73300,137997,24240,24276,44828,24057,250557,61023,539436,299950,162642,10757,279445,61271,96645,314815,26357,109040,12560,143297,536351,35217,14231,148485,166272,58504,100971,12835
1996/10/1,106609,22474,129148,64528,1089174,86626,91379,20141,23672,372920,180488,35381,33220,322134,110709,57234,58709,103897,337792,125624,33784,132717,143265,237176,98558,73523,139135,24251,24212,44664,23895,251254,60479,545728,307243,161516,10786,281210,62447,98139,315538,26984,108939,12541,146547,541224,35545,14337,149056,164532,58903,101170,13005
1996/11/1,107675,22658,127961,64788,1087464,85084,92046,20048,23497,374512,184186,35867,33503,320794,108587,57212,58667,106962,336231,125100,34117,133312,143705,235996,97085,74144,140032,24397,24180,44402,23755,251654,59870,556298,316493,160912,10758,284586,63778,99975,317550,27652,108691,12512,149866,550051,35759,14410,150231,163074,59308,102412,13153
1996/12/1,108541,22834,125763,64806,1083408,83516,92266,19665,23289,375791,186615,36212,33647,320264,107141,56943,58302,109048,334313,124301,34680,133918,143913,233867,95564,74568,139748,24607,24022,43938,23605,250280,59080,567826,325639,160033,10693,287904,64670,101470,319399,28238,107776,12431,152229,558521,35685,14407,151276,161275,59358,104062,13222
1997/1/1,108891,22916,122559,64521,1075072,81607,91847,19145,23035,376019,187225,36364,33653,318792,106207,56297,57559,109660,331254,123419,35309,134399,143515,230240,94195,74536,137800,24824,23747,43346,23432,246866,58154,577830,333207,158770,10686,289030,64978,102016,320381,28713,105901,12283,153171,563598,35322,14311,151466,158769,58889,105615,13213
1997/2/1,108687,22838,118652,64093,1062181,79247,90802,18672,22783,374882,186042,36341,33533,315261,105615,55208,56463,108722,326774,122722,35804,134674,142455,225330,92854,74000,134358,24998,23354,42739,23256,242044,57147,584905,338390,157317,10754,286412,64828,101438,320459,29068,103000,12063,153027,564230,34750,14115,150217,155838,57991,106517,13115
1997/3/1,108074,22598,114314,63682,1045468,76691,89242,18357,22568,372204,183397,36194,33306,309221,105224,53705,55045,106654,320924,122187,35966,134382,140820,219401,91395,73078,129937,25065,22858,42123,23085,236511,55978,588246,340727,155769,10844,279644,64367,99873,319541,29263,99281,11795,152278,560370,34065,13828,147368,152717,56842,106373,12919
1997/4/1,107493,22294,110191,63536,1029487,74426,87526,17320,22494,369258,180432,36103,33094,302189,105294,52158,53594,104360,315081,121827,35775,133861,139132,213950,90022,72344,125920,25048,22473,41613,22939,231669,54787,589559,341231,154437,10916,270598,63965,98083,318611,29315,95384,11571,151730,554103,33450,13512,143442,149986,55767,105520,12674
1997/5/1,107101,22015,106656,63663,1016956,72656,85812,16502,22615,366770,177835,36154,33006,295891,106007,50825,52407,102348,309942,121350,35281,133464,137617,210051,88869,72156,123523,24984,22319,41279,22761,228348,53644,590130,340704,153169,10929,261935,63859,96642,317877,29257,91602,11459,151471,547437,33023,13214,138566,147894,54966,104423,12430
1997/6/1,106725,21772,103958,63824,1007015,71402,84033,15793,22876,364474,175549,36194,32970,291610,107147,49753,51520,100628,305143,120477,34557,133205,136126,208019,87761,72441,122923,24885,22326,41069,22495,226092,52467,589551,338866,151714,10830,255695,63934,95702,316591,29052,87785,11454,150807,540508,32817,12937,132850,146191,54442,103353,12187
1997/7/1,106120,21546,102249,63788,998504,70768,82072,15086,23184,362025,173483,36084,32853,290001,108239,48973,50896,98951,300596,119147,33747,132989,134419,207457,86441,72865,123551,24734,22340,40866,22145,223883,51289,586759,334918,150188,10578,252864,63969,95101,314231,28672,83798,11477,149302,532940,32785,12692,126581,144347,54174,102468,11944
1997/8/1,105194,21328,101341,63549,991127,70736,79852,14345,23496,359606,171686,35844,32708,291541,108906,48443,50536,97084,296551,117485,33111,132826,132331,207598,84835,73098,124797,24592,22251,40676,21724,221211,50360,581518,328842,149035,10205,253283,63725,94822,310758,28168,79796,11477,146848,525726,32941,12508,120150,142501,54074,101790,11722
1997/9/1,103731,21080,100772,63115,983505,71168,77319,13591,23812,357198,170169,35456,32612,295409,108692,47913,50247,94788,292753,115542,32741,132534,129723,207790,83050,72831,125997,24536,21960,40596,21220,217993,49815,573965,321321,148249,9809,255091,63033,94657,306214,27593,75959,11440,143152,518170,33299,12371,113981,140991,53917,100989,11540
1997/10/1,101845,20803,100493,62688,976806,72231,74644,13367,24183,355438,169345,35055,32696,300029,107568,47248,50061,92228,289744,113378,32635,132105,126867,208051,81403,72049,126992,24641,21585,40727,20693,215003,49761,565758,314100,147801,9526,256927,62178,94409,301761,27065,72430,11401,138628,510018,33891,12285,108770,140079,53785,100165,11457
